height,weight,label
155,71,fat
187,47,thin
153,78,fat
177,83,fat
144,62,fat
149,73,fat
163,94,fat
159,56,normal
158,73,fat
147,57,fat
173,58,normal
156,36,thin
182,40,thin
152,83,fat
152,47,normal
189,68,normal
155,65,fat
169,55,normal
179,69,normal
163,66,normal
142,70,fat
151,83,fat
158,97,fat
144,67,fat
140,85,fat
155,91,fat
172,52,thin
156,35,thin
144,52,fat
165,86,fat
145,94,fat
178,41,thin
179,86,fat
181,45,thin
146,66,fat
174,97,fat
160,60,normal
149,61,fat
144,81,fat
172,80,fat
144,53,fat
172,66,normal
172,77,fat
171,46,thin
161,41,thin
153,93,fat
153,94,fat
163,44,thin
172,79,fat
164,56,normal
146,47,normal
143,49,normal
153,39,thin
168,58,normal
169,81,fat
183,66,normal
160,49,normal
151,67,fat
187,53,thin
145,91,fat
185,80,normal
142,92,fat
171,88,fat
153,93,fat
171,95,fat
165,47,thin
153,55,normal
159,59,normal
143,54,fat
144,63,fat
177,52,thin
173,91,fat
169,72,fat
178,70,normal
181,41,thin
162,92,fat
157,78,fat
144,64,fat
156,95,fat
181,54,thin
173,73,normal
156,53,normal
156,70,fat
183,77,normal
141,64,fat
188,97,fat
177,85,fat
177,63,normal
178,86,fat
149,48,normal
155,92,fat
161,54,normal
147,46,normal
146,35,thin
179,89,fat
150,50,normal
174,87,fat
140,64,fat
158,53,normal
187,62,thin
146,42,normal
156,50,normal
164,65,normal
185,54,thin
144,45,normal
146,44,normal
185,45,thin
157,85,fat
140,57,fat
182,69,normal
187,45,thin
147,84,fat
154,37,thin
171,66,normal
173,55,thin
149,74,fat
161,73,fat
147,95,fat
142,74,fat
187,38,thin
187,70,normal
178,36,thin
155,67,fat
171,47,thin
157,65,fat
161,71,fat
172,74,fat
190,90,normal
143,71,fat
144,38,thin
154,76,fat
151,69,fat
141,53,fat
171,68,normal
157,41,thin
189,73,normal
185,97,fat
171,82,fat
190,68,normal
171,77,fat
167,38,thin
186,45,thin
172,79,fat
190,76,normal
142,71,fat
178,54,thin
178,99,fat
190,69,normal
189,78,normal
148,38,thin
186,45,thin
186,63,thin
189,51,thin
156,47,normal
184,82,normal
161,100,fat
140,58,fat
178,85,fat
183,77,normal
160,58,normal
143,92,fat
181,63,normal
184,89,fat
184,37,thin
140,90,fat
189,40,thin
187,50,thin
169,88,fat
190,52,thin
159,66,fat
177,35,thin
169,83,fat
154,53,normal
187,85,normal
161,40,thin
151,74,fat
146,54,fat
188,44,thin
188,47,thin
189,53,thin
186,62,thin
177,75,normal
140,39,normal
155,69,fat
183,97,fat
163,36,thin
149,86,fat
151,47,normal
146,66,fat
159,44,thin
161,78,fat
140,37,normal
183,70,normal
143,40,normal
152,47,normal
146,82,fat
170,83,fat
176,81,fat
188,74,normal
145,89,fat
166,67,normal
164,72,fat
182,79,normal
162,51,normal
189,53,thin
189,56,thin
174,54,thin
166,67,normal
190,35,thin
159,80,fat
161,63,normal
161,48,normal
189,89,normal
173,67,normal
182,81,normal
154,96,fat
180,47,thin
154,50,normal
182,87,fat
180,40,thin
168,85,fat
152,93,fat
160,96,fat
184,87,fat
186,74,normal
186,62,thin
175,94,fat
157,83,fat
190,59,thin
178,66,normal
151,43,normal
187,61,thin
162,60,normal
163,67,fat
172,80,fat
174,93,fat
146,83,fat
150,63,fat
187,42,thin
146,39,thin
171,91,fat
173,49,thin
156,43,thin
156,36,thin
169,42,thin
154,72,fat
147,62,fat
171,92,fat
171,80,fat
189,89,normal
174,45,thin
165,88,fat
149,83,fat
159,82,fat
161,100,fat
174,37,thin
166,81,fat
190,35,thin
173,71,normal
155,96,fat
149,97,fat
142,65,fat
140,100,fat
141,81,fat
140,89,fat
165,76,fat
153,93,fat
144,63,fat
141,72,fat
180,71,normal
164,79,fat
154,73,fat
162,76,fat
168,56,normal
190,98,fat
148,69,fat
149,95,fat
176,35,thin
156,86,fat
181,81,normal
185,35,thin
176,45,thin
149,92,fat
157,84,fat
149,77,fat
170,46,thin
182,95,fat
174,40,thin
175,45,thin
148,95,fat
165,72,fat
148,68,fat
171,35,thin
156,64,fat
185,43,thin
147,35,thin
161,41,thin
149,79,fat
186,48,thin
158,57,normal
176,77,normal
189,67,normal
172,42,thin
189,46,thin
168,85,fat
153,42,thin
160,98,fat
169,99,fat
158,49,normal
185,66,normal
176,82,fat
159,81,fat
151,56,normal
170,91,fat
168,52,thin
166,65,normal
166,35,thin
157,67,fat
160,66,fat
156,63,fat
141,56,fat
164,98,fat
176,47,thin
152,53,normal
169,72,fat
174,89,fat
147,56,fat
187,56,thin
164,64,normal
151,73,fat
143,71,fat
158,35,thin
190,79,normal
167,41,thin
173,89,fat
149,40,thin
186,38,thin
179,45,thin
165,63,normal
176,43,thin
181,59,thin
161,49,normal
180,61,normal
159,86,fat
149,64,fat
156,82,fat
141,78,fat
158,40,thin
144,54,fat
170,70,normal
169,45,thin
170,85,fat
157,80,fat
152,84,fat
159,60,normal
149,45,normal
186,80,normal
176,55,thin
158,75,fat
141,79,fat
169,65,normal
172,67,normal
164,54,normal
161,53,normal
170,58,normal
150,99,fat
189,63,thin
141,71,fat
144,59,fat
159,75,fat
177,48,thin
143,89,fat
180,52,thin
160,56,normal
141,39,normal
161,54,normal
171,41,thin
145,39,normal
179,74,normal
174,44,thin
159,68,fat
176,79,fat
153,43,thin
176,45,thin
186,59,thin
171,36,thin
155,68,fat
145,39,normal
171,93,fat
182,54,thin
187,52,thin
179,81,fat
177,67,normal
157,38,thin
170,72,normal
157,45,thin
182,50,thin
173,95,fat
167,59,normal
171,96,fat
190,94,fat
167,53,normal
187,79,normal
145,54,fat
147,91,fat
173,44,thin
140,70,fat
155,58,normal
155,92,fat
163,79,fat
187,53,thin
151,95,fat
189,59,thin
156,44,thin
163,66,normal
154,53,normal
156,38,thin
151,67,fat
185,88,fat
154,66,fat
153,68,fat
159,90,fat
148,82,fat
158,58,normal
176,97,fat
152,88,fat
145,66,fat
143,99,fat
187,73,normal
162,74,fat
175,71,normal
152,91,fat
180,47,thin
171,100,fat
144,50,normal
168,67,normal
162,89,fat
155,77,fat
143,54,fat
179,75,normal
176,72,normal
181,41,thin
152,52,normal
159,59,normal
148,37,thin
146,76,fat
183,43,thin
157,57,normal
166,70,fat
160,69,fat
184,90,fat
150,93,fat
152,60,fat
190,92,fat
185,50,thin
161,57,normal
165,57,normal
177,62,normal
143,42,normal
180,59,thin
156,92,fat
172,72,normal
187,63,thin
154,50,normal
190,58,thin
189,66,thin
186,54,thin
185,41,thin
152,98,fat
146,82,fat
161,77,fat
177,85,fat
188,73,normal
173,73,normal
185,99,fat
188,58,thin
168,42,thin
152,40,thin
157,76,fat
185,35,thin
187,74,normal
141,93,fat
175,73,normal
176,40,thin
164,90,fat
159,44,thin
171,84,fat
145,90,fat
183,40,thin
146,86,fat
186,57,thin
145,74,fat
141,72,fat
173,51,thin
145,45,normal
162,95,fat
186,56,thin
190,59,thin
155,65,fat
145,50,normal
154,98,fat
183,85,fat
189,36,thin
144,87,fat
165,70,fat
151,49,normal
172,88,fat
164,62,normal
163,98,fat
159,48,normal
182,41,thin
140,98,fat
169,92,fat
153,59,fat
141,86,fat
172,70,normal
181,53,thin
182,66,normal
159,41,thin
166,69,fat
179,50,thin
165,75,fat
183,35,thin
147,78,fat
181,36,thin
166,78,fat
175,85,fat
172,97,fat
175,54,thin
163,88,fat
143,57,fat
186,62,thin
165,46,thin
189,66,thin
165,61,normal
168,96,fat
178,93,fat
171,44,thin
156,42,thin
182,75,normal
165,35,thin
144,41,normal
143,95,fat
183,58,thin
168,56,normal
165,68,normal
161,36,thin
171,62,normal
156,58,normal
178,44,thin
145,74,fat
173,53,thin
146,75,fat
173,97,fat
160,75,fat
165,91,fat
154,81,fat
143,44,normal
187,97,fat
146,51,normal
167,98,fat
180,96,fat
167,45,thin
182,71,normal
155,51,normal
152,72,fat
163,95,fat
190,85,normal
153,51,normal
164,70,fat
168,53,normal
178,92,fat
175,76,normal
151,90,fat
153,63,fat
146,43,normal
159,37,thin
153,84,fat
145,77,fat
172,57,normal
150,96,fat
158,67,fat
172,50,thin
144,61,fat
160,36,thin
187,91,fat
183,55,thin
144,61,fat
152,37,thin
158,53,normal
170,72,normal
176,59,normal
183,54,thin
175,68,normal
188,91,fat
173,64,normal
190,51,thin
143,90,fat
141,61,fat
166,99,fat
157,35,thin
168,58,normal
153,49,normal
146,37,thin
178,90,fat
177,42,thin
162,78,fat
141,44,normal
177,63,normal
184,48,thin
154,92,fat
189,65,thin
178,64,normal
161,90,fat
147,38,thin
147,41,normal
175,37,thin
176,72,normal
185,42,thin
189,47,thin
157,71,fat
159,63,normal
158,66,fat
158,41,thin
159,65,fat
177,74,normal
143,73,fat
142,51,fat
166,99,fat
183,81,normal
142,56,fat
163,94,fat
168,73,fat
170,58,normal
151,80,fat
166,48,thin
176,84,fat
142,38,normal
180,66,normal
158,79,fat
151,85,fat
164,70,fat
162,95,fat
175,72,normal
170,62,normal
161,75,fat
190,58,thin
173,95,fat
144,97,fat
186,63,thin
185,71,normal
175,79,fat
163,44,thin
168,97,fat
167,88,fat
152,77,fat
148,74,fat
183,41,thin
142,73,fat
146,62,fat
170,67,normal
151,77,fat
144,58,fat
150,89,fat
141,61,fat
179,73,normal
140,48,normal
170,81,fat
145,74,fat
175,67,normal
175,96,fat
181,70,normal
185,47,thin
185,83,normal
152,63,fat
152,94,fat
142,53,fat
188,100,fat
158,60,normal
145,79,fat
184,76,normal
171,74,fat
187,79,normal
178,45,thin
141,72,fat
177,40,thin
147,56,fat
145,69,fat
143,44,normal
154,65,fat
151,83,fat
169,49,thin
189,52,thin
159,84,fat
145,72,fat
187,53,thin
190,43,thin
188,36,thin
174,95,fat
160,75,fat
155,81,fat
142,36,thin
178,91,fat
148,81,fat
166,41,thin
145,72,fat
140,84,fat
168,74,fat
189,71,normal
189,40,thin
179,53,thin
179,52,thin
169,98,fat
190,70,normal
153,78,fat
143,100,fat
182,73,normal
149,57,fat
151,47,normal
170,35,thin
144,55,fat
154,49,normal
157,70,fat
148,49,normal
143,67,fat
186,41,thin
148,83,fat
148,60,fat
166,88,fat
146,89,fat
171,95,fat
183,76,normal
164,93,fat
167,67,normal
160,77,fat
186,80,normal
159,61,normal
168,91,fat
185,76,normal
162,51,normal
144,97,fat
189,68,normal
153,65,fat
159,50,normal
165,63,normal
147,82,fat
145,77,fat
177,76,normal
158,62,normal
189,48,thin
173,95,fat
189,49,thin
168,49,thin
173,45,thin
189,49,thin
154,42,thin
176,98,fat
145,59,fat
179,78,normal
168,88,fat
186,47,thin
180,47,thin
158,92,fat
181,40,thin
168,39,thin
156,59,normal
164,64,normal
172,70,normal
169,70,normal
174,60,normal
168,58,normal
142,45,normal
166,60,normal
184,45,thin
142,86,fat
164,49,thin
143,96,fat
149,73,fat
158,98,fat
186,61,thin
162,72,fat
175,99,fat
190,63,thin
142,66,fat
141,96,fat
170,60,normal
168,49,thin
190,74,normal
154,36,thin
188,67,normal
176,42,thin
163,46,thin
142,90,fat
181,82,fat
183,77,normal
190,90,normal
145,39,normal
184,83,normal
150,37,thin
156,97,fat
190,89,normal
177,67,normal
178,45,thin
176,83,fat
147,95,fat
182,74,normal
154,90,fat
181,66,normal
167,83,fat
148,96,fat
188,35,thin
152,77,fat
180,54,thin
165,80,fat
179,94,fat
156,95,fat
159,65,fat
185,83,normal
147,86,fat
187,98,fat
165,52,normal
150,53,normal
163,86,fat
166,40,thin
172,46,thin
154,79,fat
157,88,fat
145,100,fat
158,83,fat
